        x         y   Spec Type
-4   .558    -2.747         l5v

1.    938    -4.588         m7v

-4   .827   -29.764         m6v

-5   .362     10.02         l8v

5.    004    15.202         l9v

-6   .395   -12.344         k5v

-9   .828     -5.87         m6v

-9   .448     3.755         f3v

-1  7.266    -9.957         a1v

-1   .378     4.162         m2v

-1   .776     5.072         m6v

-4   .747     3.084         t9v

7.    778    12.677         m2v

6.    755   -17.121         t9v

5.    254     14.22         m7v

-9   .085    12.231         t9v

-1  8.223    -9.476         m6v

12   .364    -5.073         l2v

-8   .002    23.223         m6v

-1  1.665     9.473         k0v

6.     04     0.335         m6v

-0   .397     5.713         m6v

9.    375    -5.694         t9v

-0   .336    -5.331         a1v

8.    286   -14.511         m6v

4.    647     4.075         l0v

9.    623     21.06         t9v

1.    635   -10.017         k8v

1.    613   -20.354         k5v

-4   .642    -3.531         t9v

11   .003     4.392         g4v

-1  0.861     2.422         m6v

-8   .605   -20.232         m7v

-3   .326     4.466         b7v

10   .098    22.187         a1v

-0   .744     5.563         t9v

2.    714   -15.427         m1v

18   .722    -4.386         m6v

-0   .757    30.404         m6v

10   .649    -9.942         m6v

6.    422     2.323         l6v

3.    256   -13.228         m7v

11   .445   -10.234         t9v

-4   .729   -12.027         k2v

3.    604     8.099         m8v

0.    858   -11.199         m4v

16   .332    -0.725         k2v

13   .095     7.511         g3v

-4   .518     8.448         g2v

22   .881     3.268         t9v

10   .378    15.711         t8v

12   .856      -0.2         m6v

-1  2.803    -9.483         m3v

12   .452    17.374         t2v

6.    428   -11.223         m7v

-1  5.789    -2.979         m6v

-1  2.828   -15.903         m2v

-1   .795    -2.669         t9v

-6    .94     3.807         m7v

10   .515     9.187         m6v

-3   .813    -2.819         m6v

-7   .887     -3.52         m6v

-1   .487   -10.234         k9v

-3   .149     0.967         f7v

3.    832   -17.039         m6v

7.    102     2.234         l0v

-7    .42    -8.782         m6v

6.    654     8.337         m6v

0.    648     1.651         t9v

10   .038     -5.76         k2v

-9    .81    -6.773         m6v

-1   .413    -1.234         l8v

-1  5.885    -10.32         t9v

-0   .035    12.917         l7v

-0   .345    -23.91         m6v

-1   .705     3.271         m7v

-1  0.078    10.061         m6v

9.    402   -12.196         a7v

5.    193   -22.343         t9v

5.    724    -0.576         m6v

-3   .371    12.449         t9v

-6   .837    -0.081         m4v

8.    952    -7.064         m6v

18    .72     7.689         f0v

-9   .275   -12.793         m3v

16   .498     4.134         m6v

6.    385     0.015         m6v

-4   .867      0.87         m6v

10   .481     4.709         m2v

22   .414    -7.088         t5v

-2  1.768     3.427         l7v

0.    164    11.014         m3v

-1  4.298    -5.231         m4v

-2   .163    -4.704         g1v

11   .662     4.718         m6v

4.    998   -22.173         m6v

12   .398     6.799         l2v

2.    252    -6.686         m6v

1.    987     6.004         k4v

15   .949     1.865         m6v

-8   .069   -10.286         m6v

8.    831     4.439         t9v

6.    543   -29.843         l0v

1.    298   -11.904         m6v

11   .877     7.303         m7v

-7   .593    -6.169         t9v

-6   .592    -6.965         m6v

-2   .703   -11.374         l1v

-7   .199     3.387         f9v

-0   .525     2.802         m8v

0.    968     4.526         k9v

-2   .875    -1.115         t9v

-1  5.455    11.142         b0v

-5   .764     8.544         l0v

9.    832    -5.579         k9v

7.    619   -11.405         m6v

18   .301    17.135         t9v

6.    484    -0.956         m6v

-3   .003    16.692         m7v

-1  8.908    -5.964         m6v

-8   .876    -1.386         m6v

-1  2.244    -8.984         m6v

6.    613    20.754         m5v

4.    139     5.134         k6v

-3   .829    11.965         k6v

-2  4.107     3.851         m6v

16   .992   -11.786         m6v

8.    299    -5.752         l4v

15   .377   -11.598         m7v

-2   .902     0.331         t9v

-1   8.26     0.124         m6v

-0   .718     9.093         a8v

-1  2.727     3.378         m6v

-1  9.756    -2.743         t9v

-3   .096   -14.526         m7v

10   .082   -25.517         b6v

7.    796     9.186         t9v

-7   .153    -2.703         m7v

9.    061    -6.613         g4v

-3   .037    13.825         m8v

12   .135       1.6         a9v

10   .374     5.263         t9v

14   .129    17.027         m7v

2.    263     8.088         t9v

0.    591    10.652         k3v

0.    034     9.623         l9v

6.    836    38.751         m6v

0.    773     10.28         t9v

1.    529    -1.739         m6v

0.    246    11.776         m2v

-5   .551   -11.378         m2v

6.    889   -17.979         m6v

6.    997     8.722         m8v

6.    291    -9.274         m4v

1.    654    -1.686         m6v

6.    704    -6.624         l8v

-1  0.526    -2.604         t9v

-5   .437    -3.937         b9v

-1  2.943    -4.728         m8v

-1  6.273     7.828         m7v

3.    332     9.667         m0v

-2   .697     9.779         k9v

0.    503     4.997         m7v

-3   .262    14.383         m7v

21   .653    -6.353         m2v

5.    633     4.506         m6v

17   .255    -7.031         l2v

-6   .101    -1.263         t4v

15   .191     3.522         k8v

8.    244     5.659         g7v

-4    .56     1.967         t2v

-8    .56    14.903         l3v

-7   .028     1.464         m6v

-1  5.973    -4.902         t9v

23   .639    11.126         t9v

-3   .153    -0.392         k2v

5.    252     8.098         m6v

-2  3.384     5.211         m6v

-4   .265     -8.35         m6v

-5    .89    10.943         t9v

-7    .03    -1.271         t9v

5.    787      7.42         m2v

4.    133     -3.68         t9v

-6   .518     7.425         m6v

-1   .913     2.283         m4v

-2   .386    -7.193         m6v

7.    524   -11.622         f5v

-9   .155     3.118         m7v

6.    433     8.089         g9v

3.    912     7.395         m6v

-0   .458      2.72         m7v

-4   .442    -3.828         m6v

-1  5.752    -7.386         m7v

15   .826     -1.22         m9v

4.    173   -10.733         m8v

2.    555      1.25         m7v

-1  0.606     0.868         m6v

9.    894    14.863         t9v

-7   .983     8.372         l2v

-5   .126     7.647         m7v

-1  7.205   -14.987         l8v

-1  2.531    -8.387         k6v

2.    219    -0.901         m6v

21   .052    -0.322         t9v

11   .672    -6.958         o6v

-1   .886     2.427         m6v

-1  2.662     -4.52         l2v

-2  2.106    -1.181         t9v

-3   .043    -9.715         l9v

-5   .982   -10.605         a7v

18   .691     8.782         m1v

-1   .191   -10.049         m6v

-7   .506     -3.62         l7v

3.     77   -17.772         m3v

10   .625    -2.248         k2v

-7   .881     3.514         t9v

-1    .32     0.133         m6v

-2    .75   -19.159         a4v

-9   .272     1.618         m5v

5.    404    -5.934         t9v

-1   .744    -9.458         m8v

-1  4.288     3.623         t9v

0.    339     -2.64         t9v

-3  1.274    -0.436         m7v

9.    996    -0.803         g0v

6.    157    -6.659         t9v

-2  2.959     0.776         k5v

-7   .473     7.835         m7v

-0   .073     8.841         m6v

-1  2.757     8.471         m3v

-9   .406    -6.825         m6v

7.    241    29.209         m7v

2.    404    -14.08         l4v

-4   .996   -10.653         m7v

-1  0.362    -1.414         a3v

-1  4.994     0.154         m6v

18    .93   -13.172         t9v

-1  9.546      4.85         m6v

4.    439    -2.548         m6v

4.    388      0.66         m6v

-6   .746    12.737         t9v

-1  6.228     2.805         l4v

0.     36     4.761         m7v

-1   .731    -6.286         f4v

0.    833    18.805         l2v

6.    022     8.111         t9v

-6   .784    -2.746         m6v

-1  0.508     4.356         m7v

-1  0.068     8.833         t9v

11   .316     0.812         m7v

9.    306    13.587         t2v

18    .55   -11.442         l1v

34   .629   -14.042         g6v

1.    026     6.203         m9v

-1  4.757     1.534         m2v

-5   .843   -19.886         m7v

13   .215     19.46         b8v

4.    348    15.989         l2v

-9   .841   -13.757         f5v

0.    701     0.537         o9v

-0   .134     1.555         t9v

4.    365    -17.56         t4v

-2   .922     0.316         m6v

17   .083    -7.982         m7v

-5   .052    -3.116         m6v

-4   .232    -2.758         t9v

2.    531    -5.008         m6v

4.    736      1.82         f0v

0.    768   -12.524         m6v

-5   .661   -11.539         m6v

-2  0.173     1.078         t9v

-1  2.927    -1.023         k9v

7.    013    11.079         m6v

-1  2.881    15.505         l5v

1.    663    -3.337         l1v

0.    445    -7.654         m7v

-9   .932    -5.622         m6v

-4   .479     4.099         m6v

-1   .736     7.794         m2v

-3   .889     1.743         m7v

17   .376     4.106         l7v

-1   .085   -18.883         m6v

-9    .09    -1.271         m7v

11   .732      -3.7         t9v

-1  1.571    -5.129         m6v

-7   .631    -0.083         l0v

10   .449   -15.459         m8v

-1  4.332    15.092         m6v

3.     01     9.369         t9v

9.    135     2.544         b8v

-3   .744    15.211         m6v

-7   .775    -6.612         f8v

1.    136    -8.895         t9v

7.    578     4.019         l3v

-1  1.716    -9.785         m6v

-4   .859     1.916         t9v

14   .502     -9.18         t6v

9.    371    -9.894         l1v

-0   .561    20.984         m6v

1.    629     6.519         a7v

-8   .969     1.107         l5v

10   .919     -0.77         m6v

5.    599     3.804         g9v

9.    302   -17.983         t9v

0.    206    -5.205         m6v

-3   .548     8.803         g2v

11   .768    10.428         g8v

-6   .831   -10.848         k6v

3.    337    15.426         m8v

12   .984   -15.778         m6v

9.    392    -2.309         m6v

-5   .181    11.054         l0v

17   .643    -5.197         m5v

5.    775      2.68         m6v

2.    265     9.463         t9v

3.    228     9.091         m6v

-5   .165     6.942         m6v

15   .167      1.85         m6v

-1  2.023     6.559         m5v

2.    188    -2.348         m6v

-1   .421   -13.022         l3v

-1    0.6     6.719         k9v

9.    554     1.691         m0v

-1   0.04     3.247         m7v

1.    744     0.941         m2v

6.    678    -6.634         a1v

12   .522    17.125         b1v

-1  8.542    -2.269         t1v

3.    841     5.968         m6v

-4    .62     -0.47         l1v

13   .332    11.492         m6v

6.    245    -3.739         m5v

3.    076     3.308         g7v

7.     85    15.726         m7v

-2  3.289   -11.409         m9v

8.    359    -0.993         l9v

1.    504     2.229         m6v

13   .153     -0.36         k8v

-3   .486   -22.915         t2v

5.    708    15.703         k0v

3.    778     9.622         k9v

3.    193     2.571         m6v

-1   .951      2.16         b3v

-1  3.428    -5.837         t9v

-1  3.015   -11.513         t9v

-6   .744      -8.4         t9v

-1   .277    -7.367         m3v

0.    497     9.979         m0v

-1  5.944   -19.767         t6v

-7   .478    11.106         m6v

8.    157     8.008         m7v

-6   .024     3.687         l7v

-1   .794     1.896         t9v

5.    156     -7.56         t9v

2.    025     5.082         t9v

8.    386   -13.538         m6v

-6   .658     2.928         m8v

-2   .909    14.327         k0v

6.    858    10.676         m7v

-1  0.074    10.986         t9v

2.    117    10.496         m7v

11   .731     5.201         m7v

8.    004    -3.956         b3v

-2   .049     18.25         m6v

-6   .307     6.669         m6v

-5   .063     16.67         t9v

-1  2.508    -9.711         m2v

1.     68    -3.006         m4v

-1  4.664    -0.327         m6v

-8   .542    -8.611         m7v

7.    537     5.448         k5v

4.    448    -4.885         t4v

7.    403    -5.406         m6v

-8   .391   -16.753         t8v

11   .158   -17.094         m7v

-1  1.264     4.753         l1v

1.    683     7.473         m7v

0.    453     2.582         m6v

-7   .337    -4.434         l6v

-0   .694    -6.546         l2v

16   .042    -9.701         t9v

-8   .795    11.322         m5v

-2  1.553    -5.108         m6v

-8   .404    -9.784         m6v

-1  8.582     6.287         m8v

6.    818   -20.701         m6v

15   .284    10.285         g7v

-4   .858   -17.409         b8v

-3  1.673      1.24         k8v

3.    852   -13.899         k9v

7.    526    10.523         t9v

-0   .067    -1.097         f9v

-1  1.535    -5.633         m6v

-0   .249    12.713         m6v

6.    354     8.131         m6v

5.     14     7.496         m6v

-2   .421    11.804         m6v

-4   .849    -9.049         l4v

-9   .783    -9.175         t9v

-1  5.406     5.118         m6v

7.    974     5.159         m5v

-1    .12     0.476         m6v

16   .559    -4.511         m7v

10   .891   -11.957         m7v

4.    409   -13.628         t9v

5.    584     7.392         t9v

3.    183   -11.287         t9v

-0   .792    -1.093         m6v

17   .381     5.561         m6v

11   .834     7.613         k7v

-3   .197     -4.75         l7v

8.    436     3.287         m6v

12   .639     8.504         l1v

-1  2.143   -10.191         m4v

4.    878    -3.961         m6v

18   .752     3.796         l0v

-3   .655     3.138         m6v

4.    636    -6.819         t9v

-2  0.788     2.411         l3v

7.    962    -6.686         l0v

-1  4.752   -10.522         m6v

-3   .452     0.224         m7v

-0   .277    11.312         m6v

-2   .725   -15.942         t9v

7.    555    14.503         m6v

-6    .95     -2.29         m6v

-5   .195    11.182         l3v

6.    058    -4.116         t9v

-2   .483     6.135         t9v

-1   .501   -10.105         m7v

-9   .747     0.749         m7v

12   .021     5.353         m6v

11   .531    -0.996         m7v

-1   .379   -20.946         m4v

16   .741    -3.195         f7v

-1   .988   -28.675         m6v

1.    537     5.922         m7v

1.    003    16.039         t9v

0.    515     4.679         m6v

-1  7.743     9.587         g2v

2.    514      9.32         m6v
